movieId,tmdbId,title,genres,genre_names,keyword_names,cast_names,crew_names,overview,vote_average,vote_count,popularity,text_chunk,text_chunk_clean
3489,879.0,Hook (1991),Adventure|Comedy|Fantasy,"['Adventure', 'Fantasy', 'Comedy', 'Family']","['flying', 'swordplay', 'sword', 'fantasy', 'peter pan', 'daughter', 'fairy-tale figure', 'rescue']","['Robin Williams', 'Dustin Hoffman', 'Julia Roberts', 'Bob Hoskins', 'Maggie Smith']",['Steven Spielberg'],"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",6.6,1532,33.648404,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg. Adventure Fantasy Comedy Family flying swordplay sword fantasy peter pan daughter fairy-tale figure rescue Robin Williams Dustin Hoffman Julia Roberts Bob Hoskins Maggie Smith Steven Spielberg",boy suppos grow peter pan becom soulless corpor lawyer whose workahol could cost wife kid trip see granni wendi london veng capt hook kidnap peter kid forc peter return neverland could lead chanc redempt famili orient fantasi director steven spielberg adventur fantasi comedi famili fli swordplay sword fantasi peter pan daughter fairi tale figur rescu robin william dustin hoffman julia robert bob hoskin maggi smith steven spielberg
3503,593.0,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']","['1970s', 'loss of sense of reality', 'extraterrestrial technology', 'subconsciousness', 'russian', 'hallucination', 'space travel', 'astronaut', 'soviet']","['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet', 'Anatoliy Solonitsyn', 'Nikolay Grinko']",['Andrei Tarkovsky'],"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",7.7,357,24.132271,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem. Drama Science Fiction Adventure Mystery 1970s loss of sense of reality extraterrestrial technology subconsciousness russian hallucination space travel astronaut soviet Donatas Banionis Natalya Bondarchuk Jüri Järvet Anatoliy Solonitsyn Nikolay Grinko Andrei Tarkovsky",ground control receiv strang transmiss three remain resid solari space station cosmonaut psychologist kri kelvin sent investig experi strang phenomena afflict solari crew send voyag darkest recess conscious base novel name polish author stanislaw lem drama scienc fiction adventur mysteri loss sens realiti extraterrestri technolog subconsci russian hallucin space travel astronaut soviet donata banioni natalya bondarchuk j ri j rvet anatoliy solonitsyn nikolay grinko andrei tarkovski
3504,10774.0,Network (1976),Comedy|Drama,['Drama'],"['corruption', 'sex', 'adultery', 'television', 'profit', 'nudity', 'power', 'tv ratings', 'murder', 'corporate', 'reporter', 'co-worker', 'meeting', 'news', 'fired', 'network', 'anchor', 'structure', 'rant']","['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall', 'Wesley Addy']",['Sidney Lumet'],A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,7.7,381,17.234745,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit. Drama corruption sex adultery television profit nudity power tv ratings murder corporate reporter co-worker meeting news fired network anchor structure rant Faye Dunaway William Holden Peter Finch Robert Duvall Wesley Addy Sidney Lumet,tv network cynic exploit derang ex tv anchor rave revel media profit drama corrupt sex adulteri televis profit nuditi power tv rate murder corpor report co worker meet news fire network anchor structur rant fay dunaway william holden peter finch robert duval wesley addi sidney lumet
3510,10559.0,Frequency (2000),Drama|Thriller,"['Crime', 'Drama', 'Science Fiction', 'Thriller']","['new york', 'mother', 'detective', 'baseball', 'radio', 'firemen', 'future', 'time', 'race against time', 'investigation', 'father', 'history', 'murder', 'paranormal', 'rescue', 'family relationships', 'escape', 'crime', 'explosion', 'flashback', 'phenomenon', 'amateur radio', 'aurora borealis', 'altering history']","['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher', 'Elizabeth Mitchell', 'Noah Emmerich']",['Gregory Hoblit'],"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",7.0,462,19.258041,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time. Crime Drama Science Fiction Thriller new york mother detective baseball radio firemen future time race against time investigation father history murder paranormal rescue family relationships escape crime explosion flashback phenomenon amateur radio aurora borealis altering history Dennis Quaid Jim Caviezel Andre Braugher Elizabeth Mitchell Noah Emmerich Gregory Hoblit",rare phenomenon give polic offic john sullivan chanc speak father year past take opportun prevent dad tragic death action inadvert give rise seri brutal murder father must find way fix consequ alter time crime drama scienc fiction thriller new york mother detect basebal radio firemen futur time race time investig father histori murder paranorm rescu famili relationship escap crime explos flashback phenomenon amateur radio aurora boreali alter histori denni quaid jim caviezel andr braugher elizabeth mitchel noah emmerich gregori hoblit
3511,20697.0,Ready to Rumble (2000),Comedy,"['Action', 'Comedy', 'Drama']","['wrestling', 'sport']","['David Arquette', 'Scott Caan', 'Oliver Platt', 'Rose McGowan', 'Bill Goldberg']",['Brian Robbins'],Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,4.7,49,3.113009,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter. Action Comedy Drama wrestling sport David Arquette Scott Caan Oliver Platt Rose McGowan Bill Goldberg Brian Robbins,two slacker wrestl fan devast oust favorit charact unscrupul promot action comedi drama wrestl sport david arquett scott caan oliv platt rose mcgowan bill goldberg brian robbin
3512,2621.0,Return to Me (2000),Drama|Romance,"['Romance', 'Comedy', 'Drama']","['transplantation', ""love of one's life"", 'veterinarian', 'woman director']","['David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'Jim Belushi']",['Bonnie Hunt'],"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",6.1,67,5.771479,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good. Romance Comedy Drama transplantation love of one's life veterinarian woman director David Duchovny Minnie Driver Carroll O'Connor Robert Loggia Jim Belushi Bonnie Hunt",took lot cajol get bob duchovni recent widow architect go blind date quirki irish italian eateri smitten instantli date sharp wit waitress grace driver everyth seem go great unbeliev truth reveal one could easili break heart good romanc comedi drama transplant love one life veterinarian woman director david duchovni minni driver carrol connor robert loggia jim belushi bonni hunt
3519,17339.0,Force 10 from Navarone (1978),Action|Drama|War,"['Action', 'Adventure', 'War', 'Thriller']","['gun', 'traitor', 'nazis', 'bridge', 'major', 'colonel', 'blood', 'sergeant', 'battle', 'partisan', 'woman', 'task force', 'keith mallory']","['Harrison Ford', 'Robert Shaw', 'Barbara Bach', 'Edward Fox', 'Franco Nero']",['Guy Hamilton'],"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",6.4,91,5.348446,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about. Action Adventure War Thriller gun traitor nazis bridge major colonel blood sergeant battle partisan woman task force keith mallory Harrison Ford Robert Shaw Barbara Bach Edward Fox Franco Nero Guy Hamilton",mallori miller back survivor navaron sent mission along unit call forc led colonel barnsbi forc mission boy know noth action adventur war thriller gun traitor nazi bridg major colonel blood sergeant battl partisan woman task forc keith mallori harrison ford robert shaw barbara bach edward fox franco nero guy hamilton
3527,106.0,Predator (1987),Action|Sci-Fi|Thriller,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']","['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Bill Duke', 'Jesse Ventura']",['John McTiernan'],"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",7.3,2093,50.009408,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time. Science Fiction Action Adventure Thriller central and south america predator alien stalking invisible commando 3d Arnold Schwarzenegger Carl Weathers Elpidia Carrillo Bill Duke Jesse Ventura John McTiernan",dutch group commando hire cia rescu down airmen guerilla central american jungl mission goe well return find someth hunt nearli invis blend forest take trophi bodi victim goe along occasion see eye audienc see intellig alien hunter hunt sport kill one time scienc fiction action adventur thriller central south america predat alien stalk invis commando arnold schwarzenegg carl weather elpidia carrillo bill duke jess ventura john mctiernan
3528,10333.0,"Prince of Tides, The (1991)",Drama|Romance,"['Drama', 'Romance']","['american football', 'trainer', 'twin sister', 'suppressed past', 'psychiatrist', 'extramarital affair', 'woman director']","['Nick Nolte', 'Barbra Streisand', 'Blythe Danner', 'Kate Nelligan', 'Jeroen Krabbé']",['Barbra Streisand'],A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,5.9,56,3.845231,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process. Drama Romance american football trainer twin sister suppressed past psychiatrist extramarital affair woman director Nick Nolte Barbra Streisand Blythe Danner Kate Nelligan Jeroen Krabbé Barbra Streisand,troubl man talk suicid sister psychiatrist famili histori fall love process drama romanc american footbal trainer twin sister suppress past psychiatrist extramarit affair woman director nick nolt barbra streisand blyth danner kate nelligan jeroen krabb barbra streisand
3529,11027.0,"Postman Always Rings Twice, The (1981)",Crime|Thriller,"['Romance', 'Crime', 'Drama']","['sex', 'adultery', 'confession', 'based on novel', 'obsession', 'nudity', 'remake', 'murder', 'suspense', 'conspiracy', 'neo-noir']","['Jack Nicholson', 'Jessica Lange', 'John Colicos', 'Michael Lerner', 'Anjelica Huston']",['Bob Rafelson'],This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,6.4,110,6.803763,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain. Romance Crime Drama sex adultery confession based on novel obsession nudity remake murder suspense conspiracy neo-noir Jack Nicholson Jessica Lange John Colicos Michael Lerner Anjelica Huston Bob Rafelson,remak movi name account affair seedi drifter seduct wife roadsid cafe owner begin chain event culmin murder base novel jame cain romanc crime drama sex adulteri confess base novel obsess nuditi remak murder suspens conspiraci neo noir jack nicholson jessica lang john colico michael lerner anjelica huston bob rafelson
3534,10468.0,28 Days (2000),Drama,"['Comedy', 'Drama']","['alcoholism', 'urteil', 'car crash', 'wedding', 'withdrawal', 'woman director']","['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Elizabeth Perkins', 'Alan Tudyk']",['Betty Thomas'],"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",6.0,208,5.418921,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction. Comedy Drama alcoholism urteil car crash wedding withdrawal woman director Sandra Bullock Viggo Mortensen Dominic West Elizabeth Perkins Alan Tudyk Betty Thomas",get car accid drunk day sister wed gwen cum given choic prison rehab center choos rehab extrem resist take part treatment program offer refus admit alcohol addict comedi drama alcohol urteil car crash wed withdraw woman director sandra bullock viggo mortensen domin west elizabeth perkin alan tudyk betti thoma
3535,1359.0,American Psycho (2000),Crime|Horror|Mystery|Thriller,"['Thriller', 'Drama', 'Crime']","['based on novel', 'wall street', 'psychopath', 'white collar', 'harvard business school', 'child of divorce', 'unreliable narrator', 'woman director', 'voice imitation']","['Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis']",['Mary Harron'],"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",7.3,2066,45.310443,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies. Thriller Drama Crime based on novel wall street psychopath white collar harvard business school child of divorce unreliable narrator woman director voice imitation Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis Mary Harron",wealthi new york invest bank execut hide altern psychopath ego co worker friend escal deeper illog gratuit fantasi thriller drama crime base novel wall street psychopath white collar harvard busi school child divorc unreli narrat woman director voic imit christian bale willem dafo jare leto josh luca samantha mathi mari harron
3536,4967.0,Keeping the Faith (2000),Comedy|Drama|Romance,['Comedy'],"['love triangle', 'rabbi', 'priest', 'catholicism']","['Ben Stiller', 'Edward Norton', 'Jenna Elfman', 'Anne Bancroft', 'Eli Wallach']",['Edward Norton'],"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",5.9,159,8.085872,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues. Comedy love triangle rabbi priest catholicism Ben Stiller Edward Norton Jenna Elfman Anne Bancroft Eli Wallach Edward Norton",best friend sinc kid rabbi jacob schram father brian finn dynam popular young men live work new york upper west side anna reilli childhood friend grown beauti corpor execut suddenli return citi reenter jake brian live heart vengeanc spark fli unusu complic love triangl ensu comedi love triangl rabbi priest catholic ben stiller edward norton jenna elfman ann bancroft eli wallach edward norton
3538,10557.0,East is East (1999),Comedy,['Comedy'],"['islam', 'hippie', 'father son relationship', 'muslim', 'jealousy', 'tradition', 'culture clash', 'religious education', 'modern society', 'pakistani', 'daughter', 'faith', 'integration', 'cultural difference']","['Om Puri', 'Linda Bassett', 'Ian Aspinall', 'Jimi Mistry', 'Archie Panjabi']","[""Damien O'Donnell""]","In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",6.5,59,3.667372,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general. Comedy islam hippie father son relationship muslim jealousy tradition culture clash religious education modern society pakistani daughter faith integration cultural difference Om Puri Linda Bassett Ian Aspinall Jimi Mistry Archie Panjabi Damien O'Donnell",salford fish chip shop owner georg khan expect famili follow strict pakistani muslim way children english mother born brought britain increasingli see british start reject father rule dress food religion live gener comedi islam hippi father son relationship muslim jealousi tradit cultur clash religi educ modern societi pakistani daughter faith integr cultur differ om puri linda bassett ian aspinal jimi mistri archi panjabi damien donnel
3543,13776.0,Diner (1982),Comedy|Drama,"['Comedy', 'Drama']","['diner', 'baltimore maryland', 'fake accident', 'gambling debt', 'twenty something', '1950s']","['Steve Guttenberg', 'Daniel Stern', 'Mickey Rourke', 'Kevin Bacon', 'Tim Daly']",['Barry Levinson'],"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",6.9,83,5.87193,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind. Comedy Drama diner baltimore maryland fake accident gambling debt twenty something 1950s Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly Barry Levinson",set diner show five young men resist adulthood seek refug belov diner mundan childish titil detail live share golden moment pass men shoulder respons leav diner behind comedi drama diner baltimor maryland fake accid gambl debt twenti someth steve guttenberg daniel stern mickey rourk kevin bacon tim dali barri levinson
3552,11977.0,Caddyshack (1980),Comedy,['Comedy'],"['golf', 'underwear', 'sport', 'golf course', 'gopher']","['Chevy Chase', 'Rodney Dangerfield', 'Ted Knight', ""Michael O'Keefe"", 'Bill Murray']",['Harold Ramis'],"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",6.6,365,15.929648,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors. Comedy golf underwear sport golf course gopher Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray Harold Ramis",exclus countri club ambiti young caddi danni noonan eagerli pursu caddi scholarship hope attend colleg turn avoid job lumber yard order succeed must first win favour elitist judg smail caddi golf tournament smail sponsor comedi golf underwear sport golf cours gopher chevi chase rodney dangerfield ted knight michael keef bill murray harold rami
3553,18041.0,Gossip (2000),Drama|Thriller,"['Drama', 'Mystery', 'Thriller']","['college', 'suspense', 'gossip', 'rumor', 'social experiment']","['Joshua Jackson', 'James Marsden', 'Kate Hudson', 'Lena Headey', 'Norman Reedus']",['Davis Guggenheim'],"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.",5.5,68,5.833687,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation. Drama Mystery Thriller college suspense gossip rumor social experiment Joshua Jackson James Marsden Kate Hudson Lena Headey Norman Reedus Davis Guggenheim",beauti colleg campu someth ugli spread around bit gossip told start take frighten turn could offend far person side gossip handl embarrass situat drama mysteri thriller colleg suspens gossip rumor social experi joshua jackson jame marsden kate hudson lena headey norman reedu davi guggenheim
3554,14736.0,Love and Basketball (2000),Drama|Romance,"['Action', 'Comedy', 'Drama', 'Romance']","['lovers', 'affection', 'sport', 'basketball', 'high school sports', 'relationship', 'woman director']","['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan', 'Omar Epps', 'Alfre Woodard']",['Gina Prince-Bythewood'],"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",7.4,88,2.027393,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball. Action Comedy Drama Romance lovers affection sport basketball high school sports relationship woman director Chris Warren, Jr. Kyla Pratt Sanaa Lathan Omar Epps Alfre Woodard Gina Prince-Bythewood",young african american coupl navig tricki path romanc athlet drama quinci mccall omar epp monica wright sanaa lathan grew neighborhood known sinc childhood grow adulthood fall love also share anoth consum passion basketbal follow game live small amount talent court quinci monica struggl make relationship work follow separ career path though high school colleg basketbal hope stardom big leagu profession ball action comedi drama romanc lover affect sport basketbal high school sport relationship woman director chri warren jr kyla pratt sanaa lathan omar epp alfr woodard gina princ bythewood
3555,3536.0,U-571 (2000),Action|Thriller|War,"['Action', 'Drama', 'Thriller', 'War']","['submarine', 'world war ii', 'north atlantic', 'mission']","['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi', 'David Keith']",['Jonathan Mostow'],"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",6.1,340,18.096884,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'. Action Drama Thriller War submarine world war ii north atlantic mission Matthew McConaughey Bill Paxton Harvey Keitel Jon Bon Jovi David Keith Jonathan Mostow",midst world war ii battl sea rage nazi upper hand alli unabl crack war code howev wreck u boat send so signal alli realis chanc seiz enigma code machin action drama thriller war submarin world war ii north atlant mission matthew mcconaughey bill paxton harvey keitel jon bon jovi david keith jonathan mostow
3556,1443.0,"Virgin Suicides, The (1999)",Drama|Romance,"['Drama', 'Romance']","['michigan', '1970s', 'youth', 'family', 'woman director']","['James Woods', 'Kathleen Turner', 'Kirsten Dunst', 'Josh Hartnett', 'Michael Paré']",['Sofia Coppola'],"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",7.1,817,26.218912,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents. Drama Romance michigan 1970s youth family woman director James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Paré Sofia Coppola",group male friend becom obsess five mysteri sister shelter strict religi parent drama romanc michigan youth famili woman director jame wood kathleen turner kirsten dunst josh hartnett michael par sofia coppola
3564,889.0,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,"['Science Fiction', 'Comedy', 'Family', 'Romance']","['waitress', 'marriage proposal', 'flirt', 'stone age', 'best friend', 'dinosaur']","['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston', 'Jane Krakowski', 'Joan Collins']",['Brian Levant'],"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",4.4,134,6.248309,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love? Science Fiction Comedy Family Romance waitress marriage proposal flirt stone age best friend dinosaur Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins Brian Levant",flintston flintston rubbl head rock vega fred hope court love wilma noth stand way love except conniv chip rockefel playboy born baysvil made cutthroat town rock vega fred win wilma love scienc fiction comedi famili romanc waitress marriag propos flirt stone age best friend dinosaur mark addi stephen baldwin kristen johnston jane krakowski joan collin brian levant
3565,10564.0,Where the Heart Is (2000),Comedy|Drama,"['Comedy', 'Drama', 'Romance']","['california', 'baby', 'supermarket', 'oklahoma', 'pregnancy and birth', 'pregnant minor', 'change', 'tennessee', 'unwillingly pregnant', 'teenage pregnancy', 'starting over']","['Natalie Portman', 'Ashley Judd', 'Stockard Channing', 'Joan Cusack', 'Sally Field']",['Matt Williams'],"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",6.9,155,6.857923,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life. Comedy Drama Romance california baby supermarket oklahoma pregnancy and birth pregnant minor change tennessee unwillingly pregnant teenage pregnancy starting over Natalie Portman Ashley Judd Stockard Channing Joan Cusack Sally Field Matt Williams",novale nation year old tennesse transient grow hurri left pregnant abandon boyfriend roadsid sequoyah okla take refug friendli aisl wal mart short order eccentr kindli stranger adopt novale infant daughter help buck odd build new life comedi drama romanc california babi supermarket oklahoma pregnanc birth pregnant minor chang tennesse unwillingli pregnant teenag pregnanc start natali portman ashley judd stockard chan joan cusack salli field matt william
3568,125537.0,Smiling Fish and Goat on Fire (1999),Comedy|Romance,"['Comedy', 'Romance']",[],"['Derick Martini', 'Amy Hathaway', 'Steven Martini']",['Kevin Jordan'],"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?",7.0,1,0.00734,"Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter? Comedy Romance  Derick Martini Amy Hathaway Steven Martini Kevin Jordan",two brother share hous la fairfax district toni feckless actor chri account relationship rocki ground emot swirl toni meet us postal servic letter carrier singl mom name kathi come la wyom daughter bud actress chri meet anna italian beauti work state month wrangl anim movi set chri also befriend clive age crusti man whose long recent deceas wife portrait true love clive exampl help chri sort love life toni grow enough see possibl kathi daughter comedi romanc derick martini ami hathaway steven martini kevin jordan
